Benchmark,Successful,Time Taken,Program Found,Program Length
src\main\resources\benchmarks\darkOne.sl,true,3,(ite (let ((_let_1 (* 2 x3))) (let ((_let_2 (* 3 x1))) (let ((_let_3 (+ _let_2 x2 _let_1))) (let ((_let_4 (* 3 x3))) (let ((_let_5 (* 2 x2))) (let ((_let_6 (+ x1 _let_5 _let_4))) (let ((_let_7 (* (- 1) x3))) (let ((_let_8 (+ x2 _let_7))) (let ((_let_9 (not (>= _let_8 1)))) (let ((_let_10 (+ x1 (* (- 1) x2)))) (let ((_let_11 (not (>= _let_10 1)))) (let ((_let_12 (and _let_11 _let_9))) (let ((_let_13 (* 3 x2))) (let ((_let_14 (+ x1 _let_13 _let_1))) (let ((_let_15 (+ x1 _let_7))) (let ((_let_16 (not (>= _let_15 1)))) (let ((_let_17 (>= _let_8 0))) (let ((_let_18 (and _let_17 _let_16))) (let ((_let_19 (* 2 x1))) (let ((_let_20 (+ _let_19 _let_13 x3))) (let ((_let_21 (>= _let_15 0))) (let ((_let_22 (and _let_11 _let_21))) (let ((_let_23 (+ _let_19 x2 _let_4))) (let ((_let_24 (>= _let_10 0))) (let ((_let_25 (and _let_24 _let_16))) (let ((_let_26 (+ _let_2 _let_5 x3))) (let ((_let_27 (and _let_24 _let_17))) (let ((_let_28 (ite _let_27 _let_26 (ite _let_25 _let_23 (ite _let_22 _let_20 (ite _let_18 _let_14 (ite _let_12 _let_6 _let_3))))))) (let ((_let_29 (* (- 3) x3))) (let ((_let_30 (and _let_21 _let_9))) (let ((_let_31 (ite _let_22 _let_20 (ite _let_12 _let_6 (ite _let_27 _let_26 (ite _let_30 _let_3 (ite _let_25 _let_23 _let_14))))))) (let ((_let_32 (>= (+ a1 (* (- 1) a2)) 0))) (or (and _let_32 (= _let_28 (ite _let_30 _let_3 (ite _let_22 _let_20 (ite _let_25 _let_23 (ite _let_12 _let_6 (ite _let_18 _let_14 _let_26)))))) (= _let_28 _let_31) (= _let_28 (ite _let_18 _let_14 (ite _let_27 _let_26 (ite _let_12 _let_6 (ite _let_25 _let_23 (ite _let_30 _let_3 _let_20)))))) (= _let_28 (ite _let_25 _let_23 (ite _let_18 _let_14 (ite _let_30 _let_3 (ite _let_27 _let_26 (ite _let_22 _let_20 _let_6)))))) (= _let_28 (ite _let_12 _let_6 (ite _let_30 _let_3 (ite _let_18 _let_14 (ite _let_22 _let_20 (ite _let_27 _let_26 _let_23))))))) (and (not _let_32) (>= (+ _let_28 (* (- 1) _let_31)) 0) (or (= x2 (+ (* (- 2) x1) _let_29 _let_28)) (= x1 (+ (* (- 2) x2) _let_29 _let_28))))))))))))))))))))))))))))))))))))) (ite (and (>= var3; var4;) (>= var4; var5;)) (+ var5; (+ (* 2 var4;) (* 3 var3;))) (ite (and (>= var5; var3;) (>= var3; var4;)) (+ var4; (+ (* 2 var3;) (* 3 var5;))) (ite (and (>= var4; var3;) (>= var3; var5;)) (+ var5; (+ (* 2 var3;) (* 3 var4;))) (ite (and (>= var4; var5;) (>= var5; var3;)) (+ var3; (+ (* 2 var5;) (* 3 var4;))) (ite (and (>= var5; var4;) (>= var4; var3;)) (+ var3; (+ (* 2 var4;) (* 3 var5;))) (+ var4; (+ (* 2 var5;) (* 3 var3;)))))))) (ite (let ((_let_1 (>= (+ a1 (* (- 1) a2)) 0))) (or (and (not _let_1) (not (>= (+ x1 (* (- 1) x2)) 1))) (and _let_1 (= x2 x3) (= x1 x3)))) (+ var3; (+ (* 2 var4;) (* 3 var5;)))  (+ var4; (+ (* 2 var3;) (* 3 var5;))))),2693
src\main\resources\benchmarks\diff.sl,true,0,(ite (>= x y) (- x y) (- y x)),30
