Benchmark,Successful,Time Taken,Program Found,Program Length
src\main\resources\thatOne\mi_explainer.sl,true,3,(ite (let ((_let_1 (+ x1 (* (- 1) x2)))) (let ((_let_2 (>= _let_1 1))) (let ((_let_3 (ite _let_2 3 1))) (let ((_let_4 (>= a1 5))) (let ((_let_5 (= (ite (>= _let_1 0) 1 3) _let_3))) (or (and _let_4 (or (= x1 x2) (not _let_5))) (and _let_5 (not _let_4) (or (= x1 (+ x2 _let_3)) (= x1 (+ x2 (ite _let_2 (- 3) (- 1)))))))))))) (ite (>= var2; var3;) (+ 1 0) 3)  (ite (>= var2; var3;) (- var2; var3;) (- var3; var2;))),412
